item_no,colour,gender_description,brand,product_group,min_age,max_age
-4726943620699792153,blue,unisex,aden + anais,bedding,0.125,0.375
7553991660293513221,green,girls,molo,jumpers and knitwear,1.0,14.0
7138596431450544670,grey,unisex,stokke,furniture,,
3715784050968791227,green,unisex,mini rodini,fleeces and midlayers,0.875,11.0
-465509201869810894,grey,unisex,dantoy,role play,2.0,10.0
1101876912634770235,blue,unisex,liewood,textile,,
-755274577653123477,blue,boys,molo,tops,0.625,2.0
-6101147468325094724,blue,girls,ralph lauren,jumpers and knitwear,1.0,14.0
-3603046754735968112,white,unisex,moschino kid-teen,all in ones,0.125,2.0
8586343028315549059,beige,boys,burberry,jumpers and knitwear,2.0,14.0
-4363570631059944958,pink,girls,crocs,boots,1.0,10.0
-3148045815809588616,black,boys,moncler,trainers,4.0,12.0
7609970322300029688,black,girls,moncler,coats and jackets,7.0,14.0
8141020098554487880,black,unisex,doona,car seat accessories,,
-6992957462922175862,brown,girls,molo,jumpers and knitwear,1.0,14.0
-8112514485722557296,navy,boys,a happy brand,tops,1.0,10.0
7536336120189424342,navy,boys,poivre blanc,fleeces and midlayers,1.0,7.0
2109509621451809814,yellow,unisex,celavi,coveralls,0.875,5.0
-9059162353808127671,multi color,unisex,tommee tippee,bathroom accessories,,
5222763453848855942,blue,boys,boss,nightwear,0.125,0.875
-989376733176649185,blue,unisex,ebbe kids,fleeces and midlayers,0.125,2.0
7918068449161288399,grey,girls,mimi & lula,bags,,
-7202283528369490861,yellow,unisex,joha,gloves and mittens,0.125,3.0
-741278350632055324,red,unisex,sebra,first toys and baby toys,0.125,6.0
-1196260341417760989,grey,unisex,nuna,car seats,,
-8075547825269015256,red,unisex,tinycottons,coveralls,0.375,2.0
-5690372698204537962,navy,boys,champion,tops,4.0,12.0
1310960861345021707,red,unisex,the animals observatory,all in ones,1.0,10.0
4428271484847036789,blue,boys,melton,underwear,0.125,4.0
9054697331665168798,blue,boys,hype,tops,2.0,14.0
-4110712530609644131,pink,unisex,miffy,tops,1.0,4.0
2301897906634907231,green,girls,a happy brand,dresses,0.125,2.0
-2213670411042619541,grey,unisex,absorba,bedding,,
8026768640599018020,beige,girls,catimini,jumpers and knitwear,1.0,14.0
-4791005493365965038,white,unisex,air jordan,trainers,0.375,5.0
-2329821517328505366,black,girls,moschino kid-teen,swimwear and coverups,3.0,10.0
-2823456206180475839,purple,girls,moon boot,boots,2.0,12.0
-1341499978888734473,black,unisex,converse,trainers,0.625,5.0
-8147201626495721221,pink,girls,frugi,underwear,0.125,5.0
-6093950304120113375,yellow,boys,hype,tops,2.0,14.0
2237536467304960756,green,unisex,dockatot,bedding,,
7240560374420333582,cream,girls,louise misha,hair accessories,,
6922641659215512597,blue,unisex,oii,skirts,1.0,12.0
2295553918970719026,silver,unisex,rubber duck,boots,1.0,10.0
-1627728577176140990,red,unisex,superfit,boots,3.0,10.0
1458216237576228372,beige,unisex,burberry,all in ones,0.125,2.0
-6736408232600971079,grey,girls,louis louise,dresses,2.0,10.0
8272997170127273391,black,girls,versace,skirts,5.0,14.0
-8408623477475489027,silver,girls,hype,bags,,
-1244341567371419190,cream,girls,louise misha,coats and jackets,1.0,8.0
-8317685077414146553,pink,girls,christina rohde,dresses,1.0,14.0
1573840848536325735,blue,boys,reima,eyewear,,
872471439175145440,yellow,unisex,mini rodini,coats and jackets,1.0,11.0
-6598883065094305308,purple,girls,tenson,coveralls,1.0,10.0
5903598556077837739,pink,girls,hust&claire,all in ones,0.125,3.0
3595059339148130296,pink,girls,stella mccartney kids,jumpers and knitwear,1.0,14.0
8223656886172681902,blue,boys,gant,tops,2.0,14.0
5666725818027404308,purple,unisex,buddy & hope,stroller accessories,,
-4498574839752355002,black,unisex,stokke,stroller accessories,,
8261371224826578149,pink,girls,lego wear,tops,3.0,8.0
2263885332392791415,pink,girls,bonpoint,jumpers and knitwear,3.0,14.0
2457252972776900440,black,unisex,puma,coats and jackets,3.0,14.0
2244944916211531804,purple,unisex,the animals observatory,jumpers and knitwear,1.0,14.0
-6402725478874807071,cream,boys,gugguu,jumpers and knitwear,1.0,8.0
-977216621756594718,grey,girls,molo,bottoms,1.0,14.0
2607116632489364911,orange,girls,jacadi,tops,2.0,12.0
7098364940744168034,pink,unisex,a happy brand,bottoms,1.0,10.0
9183862028103096458,green,unisex,liewood,flasks and water bottles,,
3068255564724087545,beige,unisex,kids concept,first toys and baby toys,,
-7682953285053065579,blue,unisex,beau loves,shorts,1.0,14.0
7456751755027919502,brown,girls,búho,dresses,2.0,14.0
3690967958856238992,white,girls,lillelam,headwear,0.125,0.375
5147430373404856385,blue,unisex,done by deer,first toys and baby toys,0.125,6.0
1527424679831302237,white,girls,vans,trainers,,
-3135072679260529407,white,boys,jacadi,headwear,0.625,3.0
1165341799056086455,navy,unisex,reima,clothing sets,0.875,3.0
6033897957599217713,pink,unisex,ferm living,home accessories,,
2984948713879286431,black,unisex,nike,coats and jackets,1.0,7.0
7312481028216470790,navy,unisex,joha,tops,2.0,12.0
-1422759808615992292,blue,unisex,weekend house kids,headwear,1.0,4.0
8655667108762732589,white,boys,kenzo,tops,1.0,14.0
8689328309941660711,blue,boys,nike,trainers,7.0,14.0
-3381045352464051980,black,unisex,the animals observatory,jumpers and knitwear,1.0,14.0
-3480952438247112919,black,unisex,babyzen,stroller parts and customisati,,
2489273051210307965,orange,unisex,apple park,first toys and baby toys,0.125,2.0
6699466541346626188,pink,girls,enfant,dresses,0.125,0.875
-5541033532722006134,brown,unisex,sebra,textile,,
6723334362731030553,green,unisex,buddy & hope,car seat accessories,,
1382901585662840535,blue,girls,jacadi,dresses,2.0,14.0
-7640323086657231300,green,unisex,búho,headwear,2.0,8.0
-6426354265040046661,green,unisex,stoy,bicycles and other vehicles,1.0,2.0
-2638639463919446139,purple,girls,minymo,coats and jackets,2.0,10.0
-6710092430228337544,white,girls,primigi,sandals,4.0,12.0
-8048796640190210844,white,boys,pepe jeans,trainers,5.0,12.0
-7351968948468211376,purple,unisex,apple park,first toys and baby toys,0.125,0.875
-3549891680065547708,purple,unisex,gullkorn design,nightwear,0.625,10.0
-6634455114630724961,white,girls,stella mccartney kids,shorts,1.0,14.0
6182182405971580263,black,unisex,sylvanian families,dolls and doll houses,2.0,10.0
5633324952943179623,navy,girls,chloé,underwear,3.0,7.0
8254468499012832947,blue,unisex,le toy van,role play,2.0,6.0
1143305970170021323,red,unisex,gant,headwear,,
-7599713999927383847,green,unisex,bobo choses,tops,1.0,11.0
-27873473758535381,navy,boys,boss,jumpers and knitwear,3.0,14.0
6618081590292033882,white,girls,play up,tops,0.375,2.0
5837303075542480201,grey,boys,new balance,trainers,1.0,5.0
-2714487733420001435,red,unisex,gullkorn design,bottoms,0.625,4.0
537821913209948020,beige,unisex,timberland,boots,0.125,1.0
1371965756973890581,red,boys,mc2 saint barth,swimwear and coverups,0.875,14.0
-9121129943246840437,green,unisex,lindberg,swimwear and coverups,0.125,2.0
-1089669853572239729,black,unisex,timberland,headwear,2.0,14.0
2215293733663498950,white,girls,the marc jacobs,tops,1.0,14.0
6845810461597992619,purple,unisex,a happy brand,baby feeding,,
-2088282729469722588,purple,unisex,wheat,headwear,0.375,6.0
625791420948050355,red,girls,småfolk,bottoms,1.0,8.0
8263503098907093290,blue,unisex,done by deer,first toys and baby toys,,
8541143621697883967,grey,unisex,nununu,bottoms,1.0,11.0
-4074951460539919642,green,girls,mayoral,bottoms,7.0,14.0
-6263627224782030670,beige,unisex,jox,storage,,
-1599420139936052904,orange,girls,stella mccartney kids,tops,1.0,14.0
9206335083131349254,pink,unisex,kuling,coveralls,0.875,10.0
-9121409474450221467,navy,unisex,a happy brand,bottoms,0.125,2.0
4136286386591642203,multi color,unisex,brio,vehicles,2.0,6.0
5087945157571882274,blue,unisex,the animals observatory,bottoms,1.0,14.0
-6342290527386704448,pink,unisex,joolz,stroller accessories,,
-199036351163579684,green,boys,hatley,headwear,0.375,7.0
-1441349762800380441,white,unisex,dsquared2,underwear,7.0,14.0
-8658580817338701598,red,girls,levis kids,clothing sets,0.375,2.0
-9202625037231715844,black,unisex,viking,trainers,4.0,14.0
8163228396206941056,green,boys,molo,baby feeding,,
1906569679354001221,blue,unisex,stella mccartney kids,tops,2.0,14.0
2347038508008601967,green,boys,garcia,bottoms,1.0,9.0
7014940351917472050,black,girls,molo,bottoms,1.0,14.0
63794825310582360,grey,boys,ralph lauren,jumpers and knitwear,1.0,14.0
2535683180049300475,beige,unisex,molo,gloves and mittens,0.875,8.0
7036394710046838589,blue,boys,jacadi,tops,0.375,3.0
-7629953896458024419,blue,unisex,elodie,changing and travel bags,,
6383332709036385535,red,girls,hust&claire,all in ones,0.125,0.625
-2435185519158164156,black,unisex,maxi-cosi,car seats,,
-6700434289073338296,yellow,unisex,buddy & hope,stroller accessories,,
2803431019883782181,black,boys,nike,trainers,7.0,14.0
-485633439650664929,beige,unisex,oskar&ellen,role play,,
-6125133989459887429,grey,girls,creamie,jumpers and knitwear,3.0,12.0
3087810104800665154,pink,unisex,stoy,bicycles and other vehicles,2.0,4.0
1828693197147879934,white,girls,the campamento,tops,1.0,12.0
-3445234806834805273,white,unisex,elodie,storage,,
-4619938505750149362,blue,boys,fila,bottoms,8.0,14.0
-5227354635685059265,black,unisex,vans,shoes,0.125,0.875
-5420694035232349467,pink,unisex,done by deer,first toys and baby toys,,
1126387558719684438,black,boys,molo,headwear,1.0,8.0
6565622931661963744,black,boys,nike,clothing sets,5.0,14.0
2449776039144715645,blue,girls,jacadi,jumpers and knitwear,2.0,12.0
-7243800539468042390,grey,girls,mayoral,clothing sets,7.0,14.0
-5309390955780415015,blue,girls,agatha ruiz de la prada,dresses,1.0,12.0
2236599950671700621,pink,girls,fila,skirts,8.0,14.0
-7345257701770515593,blue,girls,molo,underwear,2.0,8.0
8434391027038996323,pink,girls,mumin,dresses,0.125,7.0
6201165277648404978,navy,boys,hatley,slippers,2.0,8.0
2431757442976387142,pink,boys,a happy brand,tops,1.0,10.0
-595522160413781859,black,boys,adidas,underwear,5.0,8.0
-6845270114520767308,navy,boys,reima,coats and jackets,1.0,8.0
-6231537938970547499,blue,boys,jacadi,all in ones,0.125,0.875
2032474900726133239,green,boys,molo,jumpers and knitwear,2.0,14.0
246928740201822214,blue,boys,mayoral,coats and jackets,2.0,9.0
1442155222278659865,brown,boys,molo,all in ones,0.125,2.0
-3993144905996598463,black,unisex,viking,boots,4.0,14.0
-6532095528230451919,pink,girls,jacadi,jumpers and knitwear,0.375,3.0
3472931996898582400,black,unisex,kuling,bottoms,1.0,10.0
-1969365100728708047,pink,unisex,nadadelazos,tops,1.0,10.0
-4293453037565290906,grey,boys,mayoral,jumpers and knitwear,2.0,9.0
-717781943611054840,navy,boys,ralph lauren,shorts,1.0,14.0
5319717921647885748,beige,girls,wheat,jumpers and knitwear,0.125,8.0
-5914879968378211498,green,unisex,bisgaard,sandals,1.0,6.0
1878279006921062309,blue,unisex,bright starts,first toys and baby toys,0.125,0.875
1673085680097296479,green,unisex,reebok,trainers,3.0,12.0
-5707692136068735476,black,boys,stella mccartney kids,trainers,4.0,14.0
-238129723123352698,blue,unisex,oliver & kids,outdoor,2.0,10.0
7105824088386757912,pink,girls,poivre blanc,baselayers,7.0,14.0
-1718770169971521653,cream,girls,rylee + cru,dresses,1.0,12.0
-6449102742398740979,green,unisex,jox,home accessories,,
-5075283995182421265,blue,boys,moncler,coats and jackets,3.0,14.0
9123009656424706941,cream,girls,ralph lauren,jumpers and knitwear,0.125,2.0
-1017346889005526375,black,boys,champion,bottoms,2.0,14.0
1495691901720324385,blue,girls,petit bateau,tops,0.375,3.0
4869630184698738568,silver,girls,jocko,dresses,2.0,8.0
-5793013742045657335,blue,unisex,plus-plus,building blocks and constructi,1.0,6.0
3181961192222989953,pink,unisex,cam cam,storage,,
281406696343817361,pink,girls,mimi & lula,bags,,
-7739346709322310254,navy,boys,joules,coats and jackets,2.0,12.0
-2151968061467712691,pink,unisex,reima,headwear,0.625,11.0
-8464442493877179904,green,unisex,najell,carriers and slings,,
-7032682023071751635,blue,boys,nike,jumpers and knitwear,1.0,7.0
-4193126785241398627,blue,unisex,didriksons,coveralls,0.875,10.0
7129452846297463384,blue,unisex,hust&claire,bottoms,0.625,6.0
1734610286062235645,yellow,boys,minymo,coats and jackets,1.0,8.0
6591907021033707034,white,boys,petit bateau,all in ones,0.125,2.0
-1939158727829830420,white,unisex,elodie,changing and travel bags,,
6871481054184281762,grey,girls,monnalisa,coats and jackets,3.0,12.0
1927698499285247044,green,unisex,kuling,swimwear and coverups,1.0,10.0
4612388286876192135,blue,girls,levis kids,bottoms,2.0,14.0
757946430268935320,pink,girls,liewood,nightwear,1.0,8.0
-6719936207581669652,green,unisex,oii,bottoms,2.0,12.0
-4455853785224465926,black,boys,air jordan,clothing sets,0.875,7.0
7260136798306039525,navy,boys,champion,jumpers and knitwear,2.0,14.0
-8095534762173888539,red,girls,seafolly,swimwear and coverups,5.0,14.0
7244177570123674785,pink,girls,emu australia,boots,0.125,3.0
6607970443422084595,black,girls,stella mccartney kids,dresses,1.0,14.0
1289825991855348780,black,girls,versace,bottoms,3.0,14.0
-2570437431563951295,grey,unisex,silver cross,stroller accessories,,
-2395046207465368305,unknown,girls,ikks,coats and jackets,2.0,14.0
5852077056863559919,navy,unisex,reima,headwear,0.125,0.125
-4053951799379906647,black,boys,msgm,coats and jackets,5.0,14.0
3528417246580828355,pink,girls,reima,baselayers,0.875,14.0
-7305006702524964881,yellow,unisex,the animals observatory,jumpers and knitwear,1.0,14.0
-7853346291709969306,orange,girls,fixoni,all in ones,0.125,0.625
-5495614365297252595,red,girls,reima,headwear,0.125,3.0
2486406971348820093,navy,unisex,aden + anais,textile,,
-622110842855659535,beige,unisex,kuling,headwear,0.625,11.0
-4874639707339156590,grey,girls,molo,jumpers and knitwear,2.0,14.0
-7319535885045209165,blue,boys,new era,headwear,3.0,12.0
-2924574861358391338,black,boys,puma,jumpers and knitwear,6.0,14.0
8385508408222527078,brown,unisex,lindberg,fleeces and midlayers,0.875,14.0
-1765389037394575952,purple,girls,gullkorn design,headwear,0.625,10.0
-307603527366113025,green,unisex,ses creative,stationary,4.0,10.0
1631783276896167288,white,unisex,bobo choses,headwear,2.0,6.0
-3203236194351767296,blue,girls,a denim story,coats and jackets,1.0,12.0
-983452559502616680,pink,girls,kuling,headwear,0.125,5.0
-6087700936776565267,beige,unisex,liewood,storage,,
-975670042021800392,pink,girls,bonpoint,coats and jackets,3.0,12.0
5518010448682221863,white,unisex,stoy,first toys and baby toys,0.125,6.0
-637605413786226009,blue,girls,reima,coats and jackets,3.0,14.0
-805802193618098481,white,unisex,frugi,all in ones,0.125,2.0
4425309480117465848,orange,boys,ralph lauren,tops,1.0,14.0
7191548462916106930,blue,girls,bonpoint,all in ones,0.875,3.0
-6169973247239421567,purple,girls,jacadi,jumpers and knitwear,2.0,12.0
-1903857260803851311,green,girls,jacadi,dresses,0.125,2.0
1260073339394825348,black,unisex,msgm,bags,,
-3352481892983678021,grey,unisex,done by deer,first toys and baby toys,,
6587437636497538337,black,unisex,nike,trainers,0.875,5.0
4482169560481180766,brown,unisex,reima,coveralls,1.0,10.0
-6018771396517542291,black,girls,balmain,skirts,9.0,14.0
523536152371464591,black,boys,puma,trainers,4.0,8.0
980563731707016039,pink,girls,poivre blanc,coats and jackets,7.0,14.0
1099225806219415991,beige,girls,ebbe kids,tops,1.0,12.0
8949147483038195674,blue,girls,frugi,bottoms,0.875,10.0
-7172622689774785263,purple,girls,småfolk,tops,0.875,8.0
-5950605070801576501,blue,unisex,joha,all in ones,-1.0,0.875
1587094761308643836,blue,unisex,cam cam,textile,,
-2639389497190957839,black,girls,dolce & gabbana,dresses,5.0,12.0
-4700664590387089603,grey,boys,molo,tops,2.0,14.0
7084642656952849398,blue,girls,the middle daughter,bottoms,1.0,14.0
7346699441924153868,white,boys,stella mccartney kids,tops,3.0,12.0
-4077131523512692058,grey,unisex,reima,headwear,0.125,0.875
-3722000299450240363,brown,unisex,sebra,textile,,
8291718452896438858,black,unisex,stokke,stroller accessories,,
-5534529024033098777,brown,girls,camper,boots,3.0,12.0
-1700221190564234355,blue,boys,emporio armani,bottoms,3.0,14.0
-1907015084801590751,pink,girls,helly hansen,bottoms,7.0,14.0
-3912957410754615064,pink,unisex,mp,underwear,0.125,6.0
3410178228533586969,blue,boys,hype,shorts,2.0,14.0
2239361388643240390,green,boys,ralph lauren,tops,1.0,14.0
2698107677089681414,beige,girls,chloé,all in ones,7.0,14.0
5738983640381822491,white,unisex,adidas,trainers,7.0,14.0
6545910753757927131,black,girls,fila,coats and jackets,8.0,14.0
-410507092024580241,black,unisex,bumprider,stroller accessories,,
-5304705556212064631,black,girls,petit bateau,jumpers and knitwear,2.0,12.0
-1606375360380789414,navy,girls,wheat,dresses,2.0,8.0
7354254997884008839,cream,girls,bebe organic,headwear,0.875,7.0
-7555134780353037987,blue,girls,caroline bosmans,bottoms,1.0,10.0
-8039171044374473430,blue,girls,frugi,shorts,0.125,4.0
-6695361985811713260,navy,girls,jacadi,hair accessories,,
-5419945153876024943,navy,boys,jacadi,tops,0.375,3.0
7760318508873229494,white,girls,petit bateau,nightwear,3.0,12.0
-7267567258539945559,grey,unisex,nofred,furniture,0.125,4.0
3306511045992914559,navy,unisex,tartine et chocolat,all in ones,0.125,2.0
2541605010200643479,pink,girls,wheat,boots,1.0,7.0
-5107503667369382549,pink,girls,kuling,swimwear and coverups,1.0,10.0
1383005788745133195,black,boys,ralph lauren,tops,1.0,14.0
-667843922146739863,pink,girls,absorba,all in ones,0.125,2.0
7334975399885354286,blue,boys,hummel,swimwear and coverups,,
4721941948541109172,white,unisex,watt & veke,home accessories,,
1408727277726580947,pink,girls,dolly by le petit tom,dresses,0.125,10.0
3019652597973425066,brown,unisex,mini a ture,coats and jackets,0.875,6.0
-5460103118060220641,purple,girls,tiba + marl,bags,,
6194820387173010563,grey,unisex,aeromoov,furniture,,
-2938811665918373100,pink,girls,småfolk,swimwear and coverups,0.875,8.0
6333831400534378796,white,unisex,reima,swimwear and coverups,0.125,3.0
-8292016047745101595,white,girls,calvin klein,underwear,5.0,14.0
3990750510710915179,white,unisex,joha,tops,0.875,7.0
-7933584702876874684,pink,girls,hust&claire,all in ones,0.125,2.0
2560498147848181613,orange,unisex,tinycottons,bottoms,0.375,2.0
6014989276722608145,brown,girls,hummel,bottoms,,
-2324604951646414364,grey,unisex,kuling,headwear,0.125,4.0
3017802066717210722,beige,unisex,tao & friends,tops,0.875,9.0
2658766083758598741,pink,girls,molo,skirts,1.0,12.0
-3139794911170116282,grey,unisex,beau loves,jumpers and knitwear,1.0,14.0
3649659712611299063,purple,girls,nike,underwear,0.375,4.0
2776885243984121038,beige,unisex,hust&claire,jumpers and knitwear,0.375,2.0
-1001769504325510923,white,unisex,adidas,headwear,,
7494773920238373725,blue,boys,molo,swimwear and coverups,1.0,14.0
-2917541686799637297,black,boys,msgm,tops,3.0,14.0
-6856194185301013812,grey,unisex,1+ in the family,scarves,,
319019460714638725,blue,unisex,le toy van,vehicles,2.0,8.0
8465824744079664317,blue,girls,poivre blanc,coveralls,7.0,14.0
49395925239731935,black,girls,kenzo,bottoms,1.0,12.0
6425962357787899609,beige,unisex,donsje amsterdam,shoes,0.125,2.0
-1194512989898926043,black,boys,calvin klein,underwear,7.0,14.0
-8775116150122169074,cream,unisex,stoy,bicycles and other vehicles,2.0,4.0
-2586708811606429181,black,unisex,dr. martens,boots,3.0,5.0
-354532222492976961,blue,unisex,kuling,gloves and mittens,1.0,10.0
-5704093035146550187,blue,boys,jacadi,coats and jackets,0.875,3.0
3086305547923470157,pink,unisex,minymo,bottoms,0.125,2.0
-3683986980637485764,beige,unisex,stoy,bicycles and other vehicles,2.0,10.0
-8188178130282810308,navy,boys,ralph lauren,tops,1.0,14.0
8649037189290967362,green,unisex,kuling,coats and jackets,1.0,10.0
-6503173593963863288,orange,unisex,aigle,boots,2.0,12.0
-8740458822511311577,white,unisex,safety1st,baby safety,,
-7465237649921792223,blue,unisex,maed for mini,bottoms,1.0,10.0
6553501048479102069,grey,girls,the marc jacobs,dresses,1.0,14.0
-167879317050400430,blue,unisex,djeco,puzzles,2.0,6.0
-8140367063100724002,green,boys,molo,shorts,1.0,12.0
-2732382669130264557,black,unisex,tiba + marl,bags,,
6886324663777907180,blue,unisex,twistshake,baby feeding,,
6732078839162742544,purple,unisex,oii,headwear,0.125,11.0
-771448346715150264,red,unisex,donsje amsterdam,bags,,
-4632285660865753509,navy,girls,mimi & lula,skirts,,
-1611425189982195765,pink,unisex,jox,furniture,,
-3157997117065590019,brown,girls,pom dapi,sandals,2.0,8.0
-6423312213816298229,green,boys,play up,tops,2.0,14.0
6018625697003812700,grey,girls,bonpoint,tops,3.0,14.0
-6501363462312989952,brown,unisex,babblarna,costumes,2.0,10.0
-314052684587268775,blue,unisex,mp,underwear,0.625,7.0
-2718930674378554443,blue,unisex,a happy brand,bottoms,0.125,2.0
-7851359150976797578,black,unisex,puma,tops,2.0,14.0
-840802350556157147,green,girls,stella mccartney kids,jumpers and knitwear,1.0,14.0
560550196821227307,blue,girls,mini a ture,tops,0.625,10.0
-3082957391323402174,black,unisex,stiga,outdoor play,4.0,10.0
-172844268989306825,pink,unisex,liewood,role play,1.0,6.0
-4853574957158207497,purple,unisex,condor,underwear,0.125,2.0
-8765543220211637038,blue,girls,ralph lauren,jumpers and knitwear,6.0,14.0
2217987544102444832,green,unisex,rice a/s,tableware,,
-185506667950807974,blue,unisex,adidas,clothing sets,0.375,4.0
-3201114510805518131,brown,unisex,liewood,textile,,
7778342227769391256,white,unisex,kuling,headwear,0.125,0.375
-3119845846486967359,green,unisex,gullkorn design,headwear,0.625,10.0
-3895957982871959641,grey,boys,kenzo,jumpers and knitwear,0.875,3.0
-7525763800519217988,orange,unisex,brio,vehicles,2.0,10.0
7343252208211643431,pink,unisex,twistshake,baby feeding,,
-6000591423809689549,green,unisex,buddy & hope,storage,,
8506173947141473373,pink,girls,carrément beau,jumpers and knitwear,2.0,14.0
-4640434065749069656,grey,boys,molo,tops,0.125,3.0
-8851792871879943142,brown,unisex,molo,swimwear and coverups,1.0,14.0
-7633432510909743777,cream,unisex,nununu,tops,1.0,14.0
8064300878753144306,beige,unisex,donsje amsterdam,headwear,0.875,6.0
-7066909941323193757,pink,unisex,cybex,car seats,,
-8877668106480207340,purple,unisex,superfit,boots,3.0,10.0
1777705695973826697,silver,girls,monnalisa,dresses,2.0,12.0
-3896173675441043956,beige,unisex,kuling,fleeces and midlayers,0.125,2.0
2992503776274311625,grey,boys,petit bateau,underwear,0.125,2.0
2522781927178452056,red,unisex,stella mccartney kids,shorts,0.625,3.0
-2840023915594878438,white,girls,tommy hilfiger,trainers,2.0,6.0
4537720525120948230,pink,girls,nike,bottoms,5.0,14.0
-835990379527291112,grey,unisex,done by deer,storage,,
-2786005670937189117,green,unisex,motion kids,outdoor play,2.0,10.0
-9050017771970893027,pink,girls,småfolk,bottoms,0.125,2.0
-8885610113936483616,beige,unisex,fub,gloves and mittens,0.875,11.0
-974734633704732757,brown,boys,jacadi,all in ones,0.125,2.0
-8888125609311186952,beige,boys,hust&claire,bottoms,0.375,2.0
6866022151326216668,grey,boys,converse,tops,1.0,14.0
-5275386752707542849,orange,unisex,done by deer,first toys and baby toys,1.0,6.0
-6504568878228808847,beige,girls,fub,tops,0.125,2.0
9080000010005920895,red,unisex,reima,gloves and mittens,0.875,10.0
2117403091266609097,red,unisex,babblarna,role play,1.0,4.0
342192593254962013,green,girls,mainio,dresses,1.0,10.0
3420256069222269928,red,unisex,fub,jumpers and knitwear,0.125,2.0
8457998336679721326,black,unisex,nike,trainers,7.0,14.0
3614218262108980542,white,girls,wheat,bottoms,0.125,2.0
8130495904589029279,grey,unisex,mayoral,all in ones,0.125,2.0
-7765529803268787350,white,unisex,adidas,trainers,0.625,5.0
3755679562290684568,yellow,girls,molo,all in ones,2.0,14.0
1648641828154908411,white,girls,jacadi,underwear,0.125,0.375
-54504513107398936,orange,girls,hummel,tops,,
-6091327847713007942,green,boys,wheat,tops,0.875,12.0
-2744470180903036590,black,boys,hummel,bottoms,,
3388631763581192687,pink,girls,hummel,jumpers and knitwear,,
-515946754194822020,blue,boys,geox,sandals,2.0,12.0
-4163326682304223549,navy,boys,gant,jumpers and knitwear,2.0,8.0
158376049617825237,white,boys,ralph lauren,trainers,0.875,8.0
3819437975013930218,brown,unisex,1+ in the family,coats and jackets,,
6205515065937325918,beige,unisex,buddy & hope,all in ones,0.125,2.0
-3649940468584367754,blue,unisex,frugi,fleeces and midlayers,0.125,10.0
-7177204576465212938,pink,girls,bobo choses,tops,0.125,3.0
-4466754219404145426,black,boys,hype,jumpers and knitwear,2.0,14.0
4735677499688935154,beige,unisex,watt & veke,lighting,,
-449149604292796509,black,unisex,geox,boots,2.0,14.0
1542319011182000743,beige,unisex,liewood,bedding,,
-6876653295847301800,navy,boys,molo,underwear,1.0,14.0
-4805725818082767854,white,girls,bonpoint,dresses,3.0,14.0
2177159920894857616,black,girls,les coyotes de paris,tops,7.0,14.0
-5971986192295654369,blue,boys,petit bateau,clothing sets,0.125,2.0
7517808605546665254,cream,unisex,donsje amsterdam,all in ones,0.125,2.0
3790401205819874482,grey,unisex,reima,headwear,0.125,0.125
6619197143731095389,black,unisex,jox,lighting,,
3909540824392274606,blue,unisex,kavat,boots,3.0,10.0
-7523276451248037404,beige,unisex,kuling,gloves and mittens,0.625,8.0
-8890150574455504678,black,unisex,lindberg,coveralls,1.0,10.0
5782429995034315389,navy,boys,ikks,headwear,0.125,6.0
5835806081403634553,yellow,girls,a monday in copenhagen,bottoms,1.0,14.0
-3198693329400263590,beige,boys,burberry,shorts,0.875,2.0
-7269797338400926672,yellow,unisex,naturezoo,first toys and baby toys,0.125,2.0
6419747329946244880,blue,boys,hatley,swimwear and coverups,0.125,2.0
-6760244715765396327,pink,unisex,nibbling,baby feeding,,
-2687452158403068884,navy,girls,ralph lauren,dresses,1.0,14.0
6753806581776863059,brown,girls,liilu,shorts,1.0,10.0
-4609449133725893795,white,boys,calvin klein jeans,tops,3.0,14.0
8564529159228471990,white,boys,jacadi,underwear,0.625,5.0
609578357385076687,green,unisex,dsquared2,headwear,3.0,14.0
8682031137435171091,red,unisex,gullkorn design,dresses,4.0,10.0
-8032949234783944069,green,boys,sometime soon,coats and jackets,1.0,14.0
5044543652685364607,pink,girls,hummel,clothing sets,,
4255248945491608316,pink,girls,kuling,boots,0.875,10.0
-8503334921550875731,white,girls,mimi & lula,hair accessories,,
2791250281436161281,blue,unisex,perfect moment,coats and jackets,5.0,14.0
5319215520218396726,white,unisex,cybex,stroller accessories,,
-6350377082224433788,brown,girls,louise misha,dresses,1.0,10.0
9122876418800136973,blue,boys,fixoni,all in ones,-1.0,0.125
4269492299549863397,cream,girls,flöss,dresses,0.875,6.0
5981199084199626968,green,boys,molo,tops,1.0,14.0
-2390104260964330015,blue,girls,mayoral,all in ones,1.0,9.0
8720264305472963935,cream,boys,absorba,tops,2.0,10.0
-3815043654678606661,silver,girls,billieblush,all in ones,3.0,12.0
-6362856231063458484,unknown,unisex,joha,slippers,,
-6276111731429291658,grey,unisex,silver cross,stroller accessories,,
9010297145355744444,pink,girls,kenzo,trainers,4.0,6.0
-5907808809790107227,multi color,unisex,green toys,first toys and baby toys,2.0,4.0
-7179761325481062572,blue,boys,nike,trainers,7.0,14.0
-640676293055743424,pink,girls,bonpoint,all in ones,0.125,0.875
-8189445064656272293,pink,girls,adidas,jumpers and knitwear,3.0,14.0
1065112148197017406,brown,boys,mayoral,clothing sets,0.125,2.0
2974777816985210638,red,girls,mayoral,swimwear and coverups,0.125,2.0
